id,name,state,created_at_ms,duration_ms,poll_count,run_time_ms,parent_id
1606,api_request,Completed,13194,13194.994417,0,0,
3068,handle_request,Completed,12954,12954.090542,0,0,
3144,handle_request,Completed,12940,12940.179708,0,0,
3457,api_request,Completed,12885,12885.670459,0,0,
3298,api_request,Completed,12912,12912.659667,0,0,
4033,db_query,Completed,11062,11062.407000000001,0,0,
4766,db_query,Completed,2833,2833.0494169999997,0,0,
345,request_113,Completed,13405,13405.290583,0,0,
2330,api_request,Completed,13075,13075.977042,0,0,
1608,handle_request,Completed,13195,13195.387958,0,0,
3283,request_849,Completed,12912,12912.951167,0,0,
3274,request_843,Completed,12913,12913.007375,0,0,
2592,request_671,Completed,13028,13028.264207999999,0,0,
3830,request_981,Completed,12818,12818.970416999999,0,0,
1897,handle_request,Completed,13149,13149.183166,0,0,
888,handle_request,Completed,13317,13317.659916,0,0,
1778,handle_request,Completed,13168,13168.890833000001,0,0,
2618,api_request,Completed,13028,13028.405125000001,0,0,
1579,cache_get,Completed,13202,13202.877750000001,0,0,
3351,request_861,Completed,12899,12899.560167000001,0,0,
1810,cache_get,Completed,13161,13161.673666,0,0,
3869,cache_get,Completed,12819,12819.203458,0,0,
4133,db_query,Completed,9943,9943.876916000001,0,0,
578,cache_get,Completed,13372,13372.37575,0,0,
2056,handle_request,Completed,13121,13121.850667,0,0,
4442,db_query,Completed,6473,6473.938167,0,0,
2026,handle_request,Completed,13128,13128.758791999999,0,0,
1366,api_request,Completed,13236,13236.303041,0,0,
2041,api_request,Completed,13121,13121.972291,0,0,
999,cache_get,Completed,13298,13298.505875,0,0,
1953,request_513,Completed,13135,13135.877833,0,0,
3708,handle_request,Completed,12845,12845.445375000001,0,0,
4421,db_query,Completed,6713,6713.749084,0,0,
2106,cache_get,Completed,13115,13115.083042,0,0,
3991,db_query,Completed,11546,11546.990792,0,0,
2432,api_request,Completed,13056,13056.255959,0,0,
1351,api_request,Completed,13236,13236.552333000001,0,0,
1261,handle_request,Completed,13257,13257.048292,0,0,
1235,api_request,Completed,13257,13257.126584,0,0,
4018,db_query,Completed,11236,11236.020083,0,0,
4395,db_query,Completed,6998,6998.63625,0,0,
2809,handle_request,Completed,12995,12995.318209000001,0,0,
3053,cache_get,Completed,12955,12955.484875,0,0,
1526,request_406,Completed,13210,13210.53925,0,0,
275,handle_request,Completed,13426,13426.715625,0,0,
4485,db_query,Completed,5997,5997.501,0,0,
3194,request_823,Completed,12927,12927.928208000001,0,0,
804,request_227,Completed,13332,13332.385541000001,0,0,
2707,api_request,Completed,13016,13016.226542,0,0,
2152,request_562,Completed,13103,13103.938375,0,0,
2509,cache_get,Completed,13049,13049.581,0,0,
1525,cache_get,Completed,13210,13210.741292,0,0,
3255,api_request,Completed,12921,12921.151667,0,0,
1129,handle_request,Completed,13278,13278.46975,0,0,
1595,api_request,Completed,13196,13196.810833000001,0,0,
1201,handle_request,Completed,13264,13264.491542,0,0,
3203,request_830,Completed,12928,12928.164417,0,0,
820,handle_request,Completed,13332,13332.565333999999,0,0,
1613,request_428,Completed,13196,13196.75475,0,0,
1702,handle_request,Completed,13182,13182.737917,0,0,
2270,request_591,Completed,13084,13084.437916,0,0,
3894,handle_request,Completed,12813,12813.48375,0,0,
2980,handle_request,Completed,12969,12969.321958,0,0,
2599,request_676,Completed,13029,13029.727083,0,0,
2008,api_request,Completed,13129,13129.809625,0,0,
3989,db_query,Completed,11568,11568.209583,0,0,
1177,cache_get,Completed,13271,13271.785042,0,0,
4271,db_query,Completed,8394,8394.855292,0,0,
489,cache_get,Completed,13385,13385.984083000001,0,0,
2514,request_653,Completed,13043,13043.446584,0,0,
1956,request_515,Completed,13137,13137.114333,0,0,
1397,request_375,Completed,13230,13230.759583,0,0,
1799,api_request,Completed,13163,13163.282834,0,0,
2413,cache_get,Completed,13064,13064.289959,0,0,
3385,api_request,Completed,12901,12901.105333,0,0,
2574,handle_request,Completed,13037,13037.151041,0,0,
4512,db_query,Completed,5687,5687.716917000001,0,0,
1038,api_request,Completed,13293,13293.121292,0,0,
3291,cache_get,Completed,12915,12915.047083,0,0,
1603,api_request,Completed,13197,13197.607082999999,0,0,
2118,request_555,Completed,13110,13110.806208,0,0,
628,request_181,Completed,13360,13360.279875,0,0,
1678,api_request,Completed,13183,13183.764042,0,0,
2160,request_567,Completed,13105,13105.056542,0,0,
2873,request_742,Completed,12982,12982.907042,0,0,
169,cache_get,Completed,13449,13449.362833000001,0,0,
532,cache_get,Completed,13380,13380.205166,0,0,
2986,handle_request,Completed,12970,12970.162957999999,0,0,
3502,api_request,Completed,12881,12881.196042,0,0,
388,request_123,Completed,13400,13400.866875,0,0,
1260,api_request,Completed,13258,13258.677375,0,0,
1672,api_request,Completed,13185,13185.17925,0,0,
2150,request_561,Completed,13105,13105.326708,0,0,
40,request_17,Completed,13477,13477.38725,0,0,
1765,handle_request,Completed,13171,13171.257208,0,0,
1788,cache_get,Completed,13171,13171.191583,0,0,
3628,handle_request,Completed,12860,12860.659125,0,0,
3126,request_804,Completed,12943,12943.194333,0,0,
4588,db_query,Completed,4834,4834.708875,0,0,
1560,request_411,Completed,13205,13205.336000000001,0,0,
1732,api_request,Completed,13177,13177.16925,0,0,
2518,request_655,Completed,13044,13044.306792000001,0,0,
3251,handle_request,Completed,12922,12922.716708,0,0,
3622,cache_get,Completed,12860,12860.971167000002,0,0,
968,api_request,Completed,13307,13307.607250000001,0,0,
1071,api_request,Completed,13287,13287.042667,0,0,
1508,cache_get,Completed,13218,13218.907292000002,0,0,
378,cache_get,Completed,13408,13408.142625,0,0,
3250,cache_get,Completed,12922,12922.870083,0,0,
4392,db_query,Completed,7046,7046.588500000001,0,0,
3515,api_request,Completed,12874,12874.844209,0,0,
1232,request_332,Completed,13259,13259.271042,0,0,
749,request_211,Completed,13341,13341.2965,0,0,
1296,handle_request,Completed,13251,13251.863792,0,0,
2937,cache_get,Completed,12976,12976.677875,0,0,
1943,handle_request,Completed,13145,13145.160708000001,0,0,
474,api_request,Completed,13387,13387.354042,0,0,
1062,request_290,Completed,13294,13294.044667,0,0,
3467,api_request,Completed,12889,12889.079792,0,0,
1373,handle_request,Completed,13238,13238.909167,0,0,
1199,cache_get,Completed,13266,13266.438708999998,0,0,
437,handle_request,Completed,13394,13394.661666,0,0,
2860,handle_request,Completed,12990,12990.749749999999,0,0,
3141,handle_request,Completed,12943,12943.82675,0,0,
3831,api_request,Completed,12822,12822.163709,0,0,
2903,cache_get,Completed,12983,12983.902,0,0,
2070,request_541,Completed,13117,13117.883624999999,0,0,
2686,cache_get,Completed,13018,13018.568500000001,0,0,
2558,request_667,Completed,13038,13038.569167,0,0,
4334,db_query,Completed,7695,7695.257875,0,0,
4627,db_query,Completed,4397,4397.033375,0,0,
4304,db_query,Completed,8026,8026.214083999999,0,0,
2513,request_652,Completed,13045,13045.106416999999,0,0,
670,request_192,Completed,13355,13355.773167000001,0,0,
3700,api_request,Completed,12848,12848.354000000001,0,0,
4279,db_query,Completed,8317,8317.100417000001,0,0,
4162,db_query,Completed,9627,9627.887832999999,0,0,
900,handle_request,Completed,13321,13321.091792000001,0,0,
2805,cache_get,Completed,12998,12998.080375000001,0,0,
1743,cache_get,Completed,13178,13178.128708999999,0,0,
963,request_269,Completed,13308,13308.532333000001,0,0,
1195,api_request,Completed,13266,13266.984666,0,0,
505,request_151,Completed,13381,13381.677625,0,0,
1041,cache_get,Completed,13294,13294.81975,0,0,
1917,api_request,Completed,13145,13145.944041,0,0,
2112,api_request,Completed,13112,13112.506458,0,0,
1112,request_302,Completed,13281,13281.183417,0,0,
2797,request_726,Completed,12998,12998.334792,0,0,
3166,api_request,Completed,12937,12937.706291999999,0,0,
3864,cache_get,Completed,12822,12822.749167,0,0,
3868,handle_request,Completed,12822,12822.769708,0,0,
4270,db_query,Completed,8412,8412.849459000001,0,0,
1347,cache_get,Completed,13246,13246.648583,0,0,
1973,handle_request,Completed,13139,13139.193167,0,0,
791,api_request,Completed,13335,13335.435167,0,0,
1675,api_request,Completed,13186,13186.802416,0,0,
2952,api_request,Completed,12971,12971.997833,0,0,
4564,db_query,Completed,5117,5117.356167,0,0,
1334,handle_request,Completed,13246,13246.824417,0,0,
2497,cache_get,Completed,13052,13052.680334,0,0,
2334,handle_request,Completed,13080,13080.287917,0,0,
42,cache_get,Completed,13479,13479.124667,0,0,
2406,request_630,Completed,13066,13066.630125,0,0,
330,request_108,Completed,13416,13416.647708999999,0,0,
1708,handle_request,Completed,13185,13185.693416,0,0,
1696,handle_request,Completed,13185,13185.75175,0,0,
1407,request_380,Completed,13233,13233.224583,0,0,
2082,request_548,Completed,13118,13118.901833,0,0,
2519,cache_get,Completed,13046,13046.024375,0,0,
4614,db_query,Completed,4546,4546.017083,0,0,
4761,db_query,Completed,2894,2894.01775,0,0,
3520,api_request,Completed,12876,12876.392582999999,0,0,
2505,handle_request,Completed,13052,13052.981042000001,0,0,
1585,handle_request,Completed,13207,13207.141167,0,0,
2512,api_request,Completed,13046,13046.18925,0,0,
1844,request_490,Completed,13159,13159.080790999998,0,0,
3744,cache_get,Completed,12843,12843.590167,0,0,
1245,api_request,Completed,13260,13260.933125,0,0,
3459,cache_get,Completed,12890,12890.671125,0,0,
3354,api_request,Completed,12903,12903.937209,0,0,
761,request_218,Completed,13343,13343.017082999999,0,0,
4662,db_query,Completed,4001,4001.654791,0,0,
1045,api_request,Completed,13295,13295.837540999999,0,0,
770,handle_request,Completed,13343,13343.093874999999,0,0,
4701,db_query,Completed,3565,3565.735,0,0,
3540,handle_request,Completed,12876,12876.745625,0,0,
3961,db_query,Completed,11881,11881.023625,0,0,
220,request_71,Completed,13438,13438.073958,0,0,
4200,db_query,Completed,9202,9202.315209,0,0,
2208,handle_request,Completed,13101,13101.853083,0,0,
3471,api_request,Completed,12884,12884.0035,0,0,
1971,cache_get,Completed,13140,13140.211875,0,0,
625,api_request,Completed,13370,13370.074583,0,0,
2396,request_624,Completed,13067,13067.470708,0,0,
4006,db_query,Completed,11378,11378.183874999999,0,0,
1335,handle_request,Completed,13247,13247.812917,0,0,
19,cache_get,Completed,13486,13486.908875,0,0,
107,request_38,Completed,13466,13466.271042,0,0,
868,handle_request,Completed,13329,13329.60375,0,0,
1960,request_517,Completed,13140,13140.501791,0,0,
3242,request_838,Completed,12925,12925.276584000001,0,0,
3555,api_request,Completed,12870,12870.308792,0,0,
1970,cache_get,Completed,13140,13140.518875,0,0,
1170,cache_get,Completed,13275,13275.580834,0,0,
1990,request_521,Completed,13133,13133.683707999999,0,0,
2399,request_627,Completed,13067,13067.781917,0,0,
4700,db_query,Completed,3575,3575.3651250000003,0,0,
312,request_102,Completed,13417,13417.905209,0,0,
2168,handle_request,Completed,13108,13108.296792000001,0,0,
1924,handle_request,Completed,13147,13147.667500000001,0,0,
3029,api_request,Completed,12967,12967.044458,0,0,
1332,api_request,Completed,13248,13248.265292,0,0,
461,cache_get,Completed,13396,13396.888625000001,0,0,
1238,request_337,Completed,13261,13261.950667000001,0,0,
3048,request_789,Completed,12960,12960.259167,0,0,
838,api_request,Completed,13330,13330.108624999999,0,0,
2767,handle_request,Completed,13007,13007.114792,0,0,
808,request_230,Completed,13337,13337.045291,0,0,
1951,api_request,Completed,13141,13141.0355,0,0,
3563,api_request,Completed,12870,12870.776166000001,0,0,
3635,request_935,Completed,12857,12857.6365,0,0,
2071,api_request,Completed,13120,13120.384416,0,0,
3680,request_945,Completed,12850,12850.714042,0,0,
4085,db_query,Completed,10494,10494.903542,0,0,
1372,cache_get,Completed,13241,13241.671417,0,0,
2260,cache_get,Completed,13095,13095.791207999999,0,0,
45,request_19,Completed,13480,13480.861084,0,0,
2721,api_request,Completed,13014,13014.319875,0,0,
1812,request_476,Completed,13167,13167.358458,0,0,
919,request_257,Completed,13317,13317.791458,0,0,
137,cache_get,Completed,13460,13460.111791,0,0,
2282,request_600,Completed,13089,13089.158042,0,0,
2745,handle_request,Completed,13014,13014.427333,0,0,
3752,request_962,Completed,12838,12838.355625,0,0,
4043,db_query,Completed,10962,10962.930917,0,0,
2888,handle_request,Completed,12986,12986.871875,0,0,
242,request_79,Completed,13439,13439.051208,0,0,
3134,request_807,Completed,12946,12946.868375,0,0,
973,handle_request,Completed,13311,13311.136292000001,0,0,
758,request_216,Completed,13344,13344.640083,0,0,
1240,request_338,Completed,13262,13262.67625,0,0,
2086,api_request,Completed,13120,13120.89925,0,0,
3733,handle_request,Completed,12845,12845.428834,0,0,
1468,api_request,Completed,13229,13229.525167,0,0,
1218,request_329,Completed,13269,13269.664583999998,0,0,
605,request_180,Completed,13371,13371.563083,0,0,
1124,request_310,Completed,13283,13283.839292,0,0,
1982,handle_request,Completed,13141,13141.697208,0,0,
1880,handle_request,Completed,13155,13155.6905,0,0,
2061,cache_get,Completed,13127,13127.980916,0,0,
3589,api_request,Completed,12870,12870.280125000001,0,0,
3064,cache_get,Completed,12961,12961.186375000001,0,0,
4635,db_query,Completed,4313,4313.499625,0,0,
3903,cache_get,Completed,12818,12818.718583000002,0,0,
653,handle_request,Completed,13364,13364.807541999999,0,0,
2374,handle_request,Completed,13076,13076.047958000001,0,0,
3671,api_request,Completed,12851,12851.699083,0,0,
1667,cache_get,Completed,13195,13195.292833,0,0,
24,handle_request,Completed,13488,13488.625667,0,0,
1057,request_288,Completed,13297,13297.881333,0,0,
2001,api_request,Completed,13135,13135.234375,0,0,
2487,cache_get,Completed,13055,13055.496583,0,0,
1995,api_request,Completed,13135,13135.292958,0,0,
3856,cache_get,Completed,12825,12825.875082999999,0,0,
3817,cache_get,Completed,12832,12832.818709,0,0,
4288,db_query,Completed,8213,8213.298917,0,0,
4625,db_query,Completed,4420,4420.974166999999,0,0,
717,api_request,Completed,13352,13352.34925,0,0,
1466,api_request,Completed,13230,13230.242333,0,0,
1007,handle_request,Completed,13305,13305.087083,0,0,
979,handle_request,Completed,13312,13312.022875,0,0,
1811,handle_request,Completed,13168,13168.575375,0,0,
1996,request_525,Completed,13135,13135.552667,0,0,
3303,cache_get,Completed,12920,12920.218959,0,0,
3756,request_964,Completed,12839,12839.480915999999,0,0,
4145,db_query,Completed,9823,9823.973584000001,0,0,
814,handle_request,Completed,13338,13338.651834,0,0,
960,request_267,Completed,13312,13312.247333,0,0,
4101,db_query,Completed,10313,10313.259750000001,0,0,
284,request_95,Completed,13426,13426.268125,0,0,
116,handle_request,Completed,13468,13468.505667000001,0,0,
2630,api_request,Completed,13028,13028.890709000001,0,0,
229,handle_request,Completed,13440,13440.448083,0,0,
528,cache_get,Completed,13385,13385.459583,0,0,
1223,handle_request,Completed,13270,13270.771166999999,0,0,
1898,cache_get,Completed,13156,13156.681833,0,0,
4638,db_query,Completed,4284,4284.098667,0,0,
995,api_request,Completed,13305,13305.592875,0,0,
1863,api_request,Completed,13162,13162.146083,0,0,
1210,handle_request,Completed,13270,13270.9325,0,0,
3656,cache_get,Completed,12859,12859.509624999999,0,0,
4017,db_query,Completed,11253,11253.208499999999,0,0,
1286,request_343,Completed,13256,13256.75325,0,0,
3028,api_request,Completed,12969,12969.330417,0,0,
3975,db_query,Completed,11737,11737.666959,0,0,
2876,request_744,Completed,12988,12988.544792,0,0,
3264,cache_get,Completed,12927,12927.878583,0,0,
26,cache_get,Completed,13489,13489.677167,0,0,
3748,handle_request,Completed,12846,12846.944334,0,0,
735,handle_request,Completed,13353,13353.187458,0,0,
1664,handle_request,Completed,13196,13196.473417,0,0,
4533,db_query,Completed,5460,5460.026916000001,0,0,
768,cache_get,Completed,13346,13346.361832999999,0,0,
3529,request_909,Completed,12880,12880.002041000002,0,0,
3521,request_905,Completed,12880,12880.039208,0,0,
2103,cache_get,Completed,13122,13122.572459,0,0,
3439,request_885,Completed,12894,12894.289792,0,0,
4367,db_query,Completed,7326,7326.840708,0,0,
3546,handle_request,Completed,12880,12880.107125,0,0,
3101,cache_get,Completed,12955,12955.843791,0,0,
3918,api_request,Completed,12813,12813.360792,0,0,
1628,cache_get,Completed,13203,13203.700834,0,0,
3359,handle_request,Completed,12907,12907.559458,0,0,
452,handle_request,Completed,13399,13399.78775,0,0,
1658,handle_request,Completed,13196,13196.877083000001,0,0,
2131,cache_get,Completed,13117,13117.042958,0,0,
1281,handle_request,Completed,13257,13257.424,0,0,
4081,db_query,Completed,10538,10538.140374999999,0,0,
1433,api_request,Completed,13231,13231.60875,0,0,
740,cache_get,Completed,13353,13353.698041,0,0,
1994,request_524,Completed,13136,13136.830791999999,0,0,
1413,handle_request,Completed,13237,13237.411,0,0,
4310,db_query,Completed,7965,7965.432374999999,0,0,
904,cache_get,Completed,13325,13325.863833,0,0,
907,cache_get,Completed,13325,13325.867792000001,0,0,
981,cache_get,Completed,13313,13313.476250000002,0,0,
1779,cache_get,Completed,13177,13177.393917,0,0,
2333,api_request,Completed,13084,13084.808042,0,0,
486,cache_get,Completed,13392,13392.99275,0,0,
1157,request_312,Completed,13279,13279.066916,0,0,
3938,db_query,Completed,12137,12137.613,0,0,
3595,api_request,Completed,12867,12867.261125,0,0,
4019,db_query,Completed,11235,11235.590833,0,0,
2801,request_728,Completed,13003,13003.34075,0,0,
909,cache_get,Completed,13326,13326.121583999999,0,0,
2298,cache_get,Completed,13091,13091.92025,0,0,
2908,api_request,Completed,12989,12989.523417,0,0,
912,request_251,Completed,13320,13320.736583,0,0,
4112,db_query,Completed,10186,10186.692334,0,0,
1075,request_293,Completed,13293,13293.270166999999,0,0,
2338,handle_request,Completed,13085,13085.138917,0,0,
1067,cache_get,Completed,13300,13300.019375,0,0,
3505,cache_get,Completed,12887,12887.873000000001,0,0,
4381,db_query,Completed,7170,7170.500167,0,0,
4451,db_query,Completed,6375,6375.737541,0,0,
92,handle_request,Completed,13477,13477.142125,0,0,
777,handle_request,Completed,13347,13347.480875000001,0,0,
2403,cache_get,Completed,13071,13071.61225,0,0,
1471,api_request,Completed,13225,13225.543334,0,0,
2740,cache_get,Completed,13017,13017.583917,0,0,
2051,api_request,Completed,13130,13130.714917000001,0,0,
3035,request_781,Completed,12964,12964.002291,0,0,
2345,cache_get,Completed,13085,13085.439292000001,0,0,
3609,request_929,Completed,12867,12867.659625,0,0,
3145,cache_get,Completed,12949,12949.984792000001,0,0,
4198,db_query,Completed,9227,9227.159541,0,0,
3039,api_request,Completed,12964,12964.107209,0,0,
1315,api_request,Completed,13252,13252.198917,0,0,
1485,cache_get,Completed,13225,13225.654083,0,0,
2409,api_request,Completed,13071,13071.906584,0,0,
1753,request_463,Completed,13178,13178.342375,0,0,
557,api_request,Completed,13381,13381.5725,0,0,
2311,api_request,Completed,13085,13085.744791,0,0,
854,api_request,Completed,13334,13334.0455,0,0,
3311,api_request,Completed,12915,12915.753541,0,0,
3461,handle_request,Completed,12895,12895.689375,0,0,
4331,db_query,Completed,7733,7733.045292,0,0,
3230,request_831,Completed,12929,12929.779416000001,0,0,
3480,api_request,Completed,12888,12888.734541,0,0,
604,handle_request,Completed,13374,13374.865709,0,0,
250,request_81,Completed,13435,13435.796417000001,0,0,
479,request_149,Completed,13394,13394.104917,0,0,
4124,db_query,Completed,10061,10061.332167,0,0,
574,cache_get,Completed,13381,13381.846292,0,0,
2384,handle_request,Completed,13079,13079.158583,0,0,
3533,cache_get,Completed,12881,12881.839333,0,0,
4628,db_query,Completed,4394,4394.480958,0,0,
2729,handle_request,Completed,13018,13018.310792,0,0,
487,handle_request,Completed,13394,13394.266541,0,0,
62,cache_get,Completed,13484,13484.889625,0,0,
2658,handle_request,Completed,13031,13031.34275,0,0,
37,handle_request,Completed,13485,13485.003959,0,0,
3073,request_793,Completed,12957,12957.806083,0,0,
3226,cache_get,Completed,12937,12937.002250000001,0,0,
3445,request_889,Completed,12896,12896.263625,0,0,
2743,cache_get,Completed,13018,13018.490667,0,0,
12,cache_get,Completed,13491,13491.983417,0,0,
4486,db_query,Completed,5996,5996.492,0,0,
2080,api_request,Completed,13124,13124.799459,0,0,
3458,handle_request,Completed,12896,12896.312541000001,0,0,
939,handle_request,Completed,13322,13322.036415999999,0,0,
2647,handle_request,Completed,13031,13031.696708,0,0,
1292,request_347,Completed,13259,13259.263416,0,0,
1119,request_307,Completed,13287,13287.739084,0,0,
2654,request_687,Completed,13031,13031.745917,0,0,
2490,request_647,Completed,13058,13058.966375,0,0,
2539,cache_get,Completed,13052,13052.068166,0,0,
4350,db_query,Completed,7521,7521.208125,0,0,
980,api_request,Completed,13315,13315.340750000001,0,0,
2681,handle_request,Completed,13025,13025.78125,0,0,
3175,cache_get,Completed,12944,12944.378209,0,0,
125,cache_get,Completed,13471,13471.556250000001,0,0,
1290,request_345,Completed,13259,13259.521958000001,0,0,
2129,cache_get,Completed,13119,13119.289374999998,0,0,
115,handle_request,Completed,13471,13471.711,0,0,
1368,request_370,Completed,13246,13246.470000000001,0,0,
1791,request_471,Completed,13172,13172.568709,0,0,
2223,api_request,Completed,13107,13107.565375,0,0,
885,request_248,Completed,13328,13328.296333,0,0,
55,handle_request,Completed,13485,13485.679708,0,0,
4210,db_query,Completed,9091,9091.389041999999,0,0,
4665,db_query,Completed,3977,3977.433125,0,0,
515,request_157,Completed,13388,13388.80175,0,0,
518,api_request,Completed,13388,13388.823457999999,0,0,
2932,handle_request,Completed,12984,12984.591875,0,0,
1974,cache_get,Completed,13146,13146.129334,0,0,
2452,handle_request,Completed,13066,13066.463375,0,0,
2802,request_729,Completed,13005,13005.472,0,0,
2126,handle_request,Completed,13119,13119.676,0,0,
3741,api_request,Completed,12850,12850.054082999999,0,0,
1287,handle_request,Completed,13260,13260.015375,0,0,
202,cache_get,Completed,13451,13451.206750000001,0,0,
1307,cache_get,Completed,13259,13259.949458,0,0,
3779,request_968,Completed,12843,12843.277375,0,0,
3821,cache_get,Completed,12836,12836.931792,0,0,
4623,db_query,Completed,4446,4446.125290999999,0,0,
2328,request_610,Completed,13087,13087.337417,0,0,
4734,db_query,Completed,3210,3210.828375,0,0,
852,cache_get,Completed,13335,13335.694875,0,0,
4403,db_query,Completed,6928,6928.784417,0,0,
1663,request_440,Completed,13199,13199.796333,0,0,
60,handle_request,Completed,13486,13486.225459,0,0,
1838,request_486,Completed,13165,13165.899958,0,0,
2391,api_request,Completed,13073,13073.821125,0,0,
2981,cache_get,Completed,12979,12979.2765,0,0,
3209,cache_get,Completed,12938,12938.3525,0,0,
2266,cache_get,Completed,13101,13101.341291,0,0,
3213,cache_get,Completed,12938,12938.397708,0,0,
3955,db_query,Completed,11963,11963.443041999999,0,0,
4555,db_query,Completed,5221,5221.259708,0,0,
3476,handle_request,Completed,12890,12890.575958,0,0,
2037,cache_get,Completed,13133,13133.04075,0,0,
1739,request_460,Completed,13186,13186.120083,0,0,
2475,api_request,Completed,13061,13061.437167,0,0,
2378,cache_get,Completed,13080,13080.9375,0,0,
3667,api_request,Completed,12863,12863.419083,0,0,
4149,db_query,Completed,9773,9773.173417,0,0,
3107,api_request,Completed,12959,12959.341875,0,0,
3462,handle_request,Completed,12897,12897.791666,0,0,
3318,request_853,Completed,12917,12917.881,0,0,
4671,db_query,Completed,3912,3912.393083,0,0,
1458,cache_get,Completed,13234,13234.9685,0,0,
4058,db_query,Completed,10801,10801.105249999999,0,0,
4550,db_query,Completed,5271,5271.556792,0,0,
1578,cache_get,Completed,13214,13214.56625,0,0,
3874,api_request,Completed,12824,12824.036041,0,0,
1161,cache_get,Completed,13282,13282.279958000001,0,0,
2215,handle_request,Completed,13108,13108.881709000001,0,0,
3845,api_request,Completed,12830,12830.913457999999,0,0,
201,request_69,Completed,13452,13452.1695,0,0,
2389,api_request,Completed,13081,13081.327084,0,0,
4560,db_query,Completed,5164,5164.934959,0,0,
1905,api_request,Completed,13161,13161.173874999999,0,0,
2254,cache_get,Completed,13102,13102.034,0,0,
1342,handle_request,Completed,13254,13254.864291,0,0,
4067,db_query,Completed,10705,10705.48525,0,0,
2649,api_request,Completed,13033,13033.591625,0,0,
2003,request_529,Completed,13140,13140.55775,0,0,
261,cache_get,Completed,13438,13438.106542,0,0,
189,cache_get,Completed,13459,13459.351083,0,0,
2154,request_564,Completed,13115,13115.197791,0,0,
77,handle_request,Completed,13480,13480.354542000001,0,0,
1833,api_request,Completed,13166,13166.916791,0,0,
1948,handle_request,Completed,13154,13154.529958,0,0,
3782,request_970,Completed,12844,12844.560667,0,0,
1173,api_request,Completed,13282,13282.709958,0,0,
3382,request_870,Completed,12911,12911.669082999999,0,0,
1670,api_request,Completed,13195,13195.300666,0,0,
4487,db_query,Completed,5988,5988.576833,0,0,
2571,handle_request,Completed,13047,13047.750833,0,0,
1490,request_397,Completed,13228,13228.724124999999,0,0,
3900,handle_request,Completed,12824,12824.659542,0,0,
4618,db_query,Completed,4513,4513.318875,0,0,
1027,api_request,Completed,13310,13310.573957999999,0,0,
218,handle_request,Completed,13452,13452.753042,0,0,
4095,db_query,Completed,10385,10385.022916,0,0,
